nama_fasilitas,jenis_fasilitas,latitude,longitude,provinsi,kota_kabupaten
Tidak bernama,pharmacy,-6.177262,106.7992783,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RSUD TARAKAN JAKARTA,hospital,-6.1715508,106.8102456,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,hospital,-6.1723055,106.8106017,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,clinic,-6.1916911,106.8057119,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,pharmacy,-6.1875056,106.8081307,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,doctors,-6.1819627,106.8121467,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,pharmacy,-6.4060853,106.8189774,Jawa Barat,Depok
Tidak bernama,pharmacy,-6.408297,106.817872,Jawa Barat,Depok
Tidak bernama,pharmacy,-6.4059284,106.8190409,Jawa Barat,Depok
Tidak bernama,clinic,-6.4080958,106.8176601,Jawa Barat,Depok
Tidak bernama,clinic,-6.4050404,106.8191936,Jawa Barat,Depok
Tidak bernama,doctors,-6.414381,106.8156907,Jawa Barat,Depok
Tidak bernama,clinic,-6.4015612,106.8188474,Jawa Barat,Depok
Tidak bernama,clinic,-6.4034273,106.8192426,Jawa Barat,Depok
Tidak bernama,pharmacy,-6.4031859,106.8188556,Jawa Barat,Depok
Tidak bernama,clinic,-6.4034386,106.8188746,Jawa Barat,Depok
Tidak bernama,pharmacy,-6.4001334,106.8190368,Jawa Barat,Depok
Tidak bernama,clinic,-6.396077,106.8217504,Jawa Barat,Depok
Tidak bernama,pharmacy,-6.4011099,106.8188626,Jawa Barat,Depok
Tidak bernama,clinic,-6.4037921,106.8194076,Jawa Barat,Depok
Tidak bernama,clinic,-6.3988157,106.8203942,Jawa Barat,Depok
Kimia Farma,pharmacy,-6.204929,106.8582723,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,pharmacy,-6.1998377,106.8527996,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,clinic,-6.1976846,106.851465,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,dentist,-6.1998656,106.8527738,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,pharmacy,-6.1968779,106.8405673,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Apotek K-24,pharmacy,-6.197985,106.8512505,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,clinic,-6.1876216,106.8363573,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Century,pharmacy,-6.1849779,106.8251221,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,pharmacy,-6.186969,106.8295742,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,doctors,-6.1753644,106.808829,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,pharmacy,-6.1689687,106.7648954,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,dentist,-6.1699486,106.7668556,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,doctors,-6.1745802,106.8083359,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,pharmacy,-6.1651853,106.7633951,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,clinic,-6.1696147,106.7679593,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,pharmacy,-6.1696128,106.767861,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,doctors,-6.1645856,106.7626411,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,pharmacy,-6.1644955,106.7626388,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Century,pharmacy,-6.169458,106.769659,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,pharmacy,-6.1662158,106.7628918,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,clinic,-6.5882325,106.7941895,Jawa Barat,Kota Bogor
Tidak bernama,hospital,-6.58831,106.793621,Jawa Barat,Kota Bogor
Tidak bernama,pharmacy,-6.5883571,106.7941886,Jawa Barat,Kota Bogor
Tidak bernama,clinic,-6.5843253,106.7971578,Jawa Barat,Kota Bogor
Tidak bernama,clinic,-6.5756236,106.7989745,Jawa Barat,Kota Bogor
Tidak bernama,pharmacy,-6.5697053,106.8084805,Jawa Barat,Kota Bogor
Tidak bernama,dentist,-6.5706161,106.8085076,Jawa Barat,Kota Bogor
Tidak bernama,clinic,-6.5856115,106.8053751,Jawa Barat,Kota Bogor
Tidak bernama,dentist,-6.5903558,106.7944764,Jawa Barat,Kota Bogor
Tidak bernama,clinic,-6.2996841,106.8398581,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,clinic,-6.2991087,106.8399762,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,dentist,-6.3065119,106.8388475,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,pharmacy,-6.2491156,106.8431629,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Guardian,pharmacy,-6.2529427,106.8429318,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,pharmacy,-6.2447189,106.843447,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,clinic,-6.2853525,106.8437503,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,pharmacy,-6.2786865,106.8447909,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,dentist,-6.2801155,106.8449263,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,clinic,-6.2777974,106.8451713,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,pharmacy,-6.2753905,106.8456826,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,doctors,-6.266149,106.843698,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,pharmacy,-6.2624741,106.8428961,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,pharmacy,-6.2611952,106.8429179,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,doctors,-6.1727956,106.8109694,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,dentist,-6.1604087,106.8104818,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,doctors,-6.1587942,106.8105481,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,pharmacy,-6.1420126,106.8105603,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,pharmacy,-6.1508567,106.8074944,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,clinic,-6.1519141,106.8117425,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,dentist,-6.1518599,106.8118009,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,clinic,-6.1508564,106.8074308,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,pharmacy,-6.1511231,106.8075091,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,doctors,-6.1474814,106.8112,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,pharmacy,-6.1570203,106.807978,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,doctors,-6.1486291,106.8070315,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,hospital,-6.180435,106.8181303,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,dentist,-6.2214574,106.8215539,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,dentist,-6.2052118,106.8163485,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,doctors,-6.2312247,106.8442236,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,clinic,-6.2289803,106.8469357,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,doctors,-6.2139199,106.8440202,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,clinic,-6.2312483,106.8454132,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,dentist,-6.2107886,106.8535592,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RSIA Tambak,hospital,-6.206253,106.8486027,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,pharmacy,-6.192227,106.8549523,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,clinic,-6.1899755,106.8475538,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,clinic,-6.195225,106.8504647,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,pharmacy,-6.1930425,106.8541055,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,doctors,-6.1931383,106.8536593,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,clinic,-6.1922305,106.8548852,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,clinic,-6.1877106,106.8471192,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,dentist,-6.1868358,106.8502092,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,doctors,-6.1870612,106.849935,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,dentist,-6.1867676,106.8498332,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,pharmacy,-6.185657,106.8443074,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Kimia Farma,pharmacy,-6.1936611,106.8495148,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Kimia Farma,pharmacy,-6.1783791,106.8415224,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,doctors,-6.1663063,106.8138664,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,pharmacy,-6.1651781,106.8143941,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,dentist,-6.1650589,106.8264513,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,pharmacy,-6.1644028,106.8264693,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,doctors,-6.1635386,106.823044,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,pharmacy,-6.1667551,106.8303903,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Jakarta Smile,dentist,-6.2039661,106.8570997,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,dentist,-6.1612899,106.8395997,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,clinic,-6.160593,106.8379444,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,clinic,-6.1626841,106.8430267,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Kimia Farma,pharmacy,-6.1618355,106.8437503,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,clinic,-6.1632065,106.8412239,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,dentist,-6.158563,106.8378971,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,doctors,-6.1519606,106.8358446,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Apotek K-24,pharmacy,-6.1403628,106.8334763,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Mint Klinik Gigi,dentist,-6.1403449,106.8335307,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,clinic,-6.1880484,106.8068024,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,doctors,-6.1826033,106.8073947,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,doctors,-6.1627828,106.791902,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,doctors,-6.1914313,106.8274125,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,dentist,-6.1894063,106.8287106,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,doctors,-6.1868652,106.8301799,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,dentist,-6.1489434,106.81566,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,pharmacy,-6.1476732,106.8086749,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,pharmacy,-6.1480491,106.8078491,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,doctors,-6.1479676,106.8127291,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,dentist,-6.1475536,106.8094576,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Klinik Pratama PENABUR,clinic,-6.1732364,106.7882291,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,clinic,-6.1874432,106.8327385,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,doctors,-6.2058866,106.8368276,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,pharmacy,-6.2058317,106.8367994,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,dentist,-6.2058854,106.8368713,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,dentist,-6.1993413,106.8374759,Daerah Khusus Ibukota Jakarta,DKI Jakarta
drg Sally Irawati,dentist,-6.1969737,106.8283829,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,clinic,-6.2911808,106.7949771,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,clinic,-6.2888956,106.7952476,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,dentist,-6.1570456,106.7918132,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,dentist,-6.1534176,106.7885788,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,clinic,-6.1548547,106.7881238,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,doctors,-6.1551437,106.7890564,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,clinic,-6.155263,106.7916972,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,doctors,-6.1550302,106.7912397,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,dentist,-6.1545462,106.79073,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,doctors,-6.1550082,106.7892772,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,clinic,-6.1550595,106.7909319,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,dentist,-6.152759,106.7884136,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,doctors,-6.1457632,106.7941543,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,doctors,-6.1457708,106.7940805,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,clinic,-6.1204585,106.788043,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,clinic,-6.1224608,106.7909834,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Cendana,clinic,-6.1550084,106.7919186,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,clinic,-6.1044372,106.7401173,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,pharmacy,-6.1119985,106.7420131,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,dentist,-6.104509,106.7401125,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,dentist,-6.1043644,106.7401354,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,dentist,-6.1746295,106.8488143,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,doctors,-6.1716292,106.8471457,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,doctors,-6.1728249,106.8476595,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,dentist,-6.171742,106.8511824,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,clinic,-6.4070136,107.4618923,Jawa Barat,Karawang
Tidak bernama,pharmacy,-6.407938,107.4626303,Jawa Barat,Karawang
Tidak bernama,pharmacy,-6.4057996,107.4590467,Jawa Barat,Karawang
Tidak bernama,clinic,-6.4036946,107.4544711,Jawa Barat,Karawang
Tidak bernama,clinic,-6.4037812,107.459119,Jawa Barat,Karawang
Tidak bernama,pharmacy,-6.4058945,107.4592799,Jawa Barat,Karawang
Tidak bernama,clinic,-6.109591,106.8858224,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,dentist,-6.1155869,106.8911374,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,pharmacy,-6.9383974,107.1269258,Jawa Barat,Cianjur
Tidak bernama,pharmacy,-6.9396682,107.1313172,Jawa Barat,Cianjur
Ibnu Sina Medika,clinic,-6.9378864,107.1251632,Jawa Barat,Cianjur
Tidak bernama,pharmacy,-6.9384239,107.1270733,Jawa Barat,Cianjur
Tidak bernama,clinic,-6.9385944,107.1274552,Jawa Barat,Cianjur
Tidak bernama,pharmacy,-6.9384521,107.1281842,Jawa Barat,Cianjur
Tidak bernama,pharmacy,-6.9396089,107.1309026,Jawa Barat,Cianjur
Tidak bernama,doctors,-6.9393939,107.1311568,Jawa Barat,Cianjur
Tidak bernama,doctors,-6.9328163,107.1456783,Jawa Barat,Cianjur
Tidak bernama,pharmacy,-6.9373203,107.1238362,Jawa Barat,Cianjur
Tidak bernama,clinic,-6.91724,106.9711755,Jawa Barat,Sukabumi
Tidak bernama,doctors,-6.9171944,106.9677701,Jawa Barat,Sukabumi
Tidak bernama,pharmacy,-6.9168709,106.9670939,Jawa Barat,Sukabumi
Tidak bernama,clinic,-6.9167583,106.9670956,Jawa Barat,Sukabumi
Tidak bernama,clinic,-6.2617495,107.0216101,Jawa Barat,Bekasi
Tidak bernama,pharmacy,-6.8250013,107.1448222,Jawa Barat,Cianjur
Tidak bernama,clinic,-6.8279213,107.143144,Jawa Barat,Cianjur
Tidak bernama,pharmacy,-6.8262047,107.146203,Jawa Barat,Cianjur
Tidak bernama,clinic,-6.8269722,107.1476433,Jawa Barat,Cianjur
Tidak bernama,clinic,-6.8208252,107.1468285,Jawa Barat,Cianjur
Tidak bernama,dentist,-6.8257659,107.1446519,Jawa Barat,Cianjur
Tidak bernama,pharmacy,-6.8273908,107.1435415,Jawa Barat,Cianjur
Apotek Permata,pharmacy,-6.8231978,107.1445031,Jawa Barat,Cianjur
Tidak bernama,pharmacy,-6.8264625,107.1467954,Jawa Barat,Cianjur
Tidak bernama,pharmacy,-6.8271518,107.1492151,Jawa Barat,Cianjur
Apotek Adora,pharmacy,-6.8870016,107.6265938,Jawa Barat,Kota Bandung
Tidak bernama,doctors,-6.1156196,106.8958939,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,doctors,-6.1153604,106.8951241,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,pharmacy,-6.1153837,106.8953971,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,doctors,-6.1145544,106.8943866,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,clinic,-6.1153612,106.8948248,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,doctors,-6.1628008,106.8064912,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,pharmacy,-6.1632701,106.8078952,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,clinic,-6.1625634,106.8079834,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,dentist,-6.1708443,106.8083162,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,dentist,-6.1644566,106.8083103,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,dentist,-6.1680978,106.808582,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,dentist,-6.1691272,106.8085435,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,doctors,-6.1623064,106.8064792,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,doctors,-6.1694792,106.8085901,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,dentist,-6.2294337,106.8530721,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,clinic,-6.2244965,106.8238434,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,clinic,-6.2332771,106.856724,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,clinic,-6.1197718,106.8035365,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,dentist,-6.1440671,106.8116285,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,doctors,-6.6094579,106.798226,Jawa Barat,Kota Bogor
Irco,pharmacy,-6.1691982,106.7750881,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Irco,pharmacy,-6.1736588,106.7856368,Daerah Khusus Ibukota Jakarta,DKI Jakarta
POLINDES,hospital,-7.0829906,108.6202391,Jawa Barat,Kuningan
Century,pharmacy,-6.2388713,106.8491147,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Biotest,clinic,-6.9200484,107.6123773,Jawa Barat,Kota Bandung
Apotek dan Klinik KK,clinic,-6.1823372,106.7837554,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RSUD Bayu Asih Purwakarta,hospital,-6.5381359,107.4432128,Jawa Barat,Purwakarta
Kimia Farma,pharmacy,-6.9071357,107.6109369,Jawa Barat,Kota Bandung
Erha,clinic,-6.1890448,106.7390562,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,clinic,-6.2564783,106.7780053,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Relia Clinic,clinic,-6.1652163,106.7163205,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Posyandu Kenanga II,clinic,-6.3487762,106.9382358,Jawa Barat,Kota Bekasi
Puskesmas Jatimulya,clinic,-6.2687131,107.0227471,Jawa Barat,Bekasi
Ahli Gigi,dentist,-6.3525272,106.9367565,Jawa Barat,Kota Bekasi
Tidak bernama,doctors,-6.2238862,106.8233969,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Saint Mark Hospital,hospital,-6.7399703,107.3627494,Jawa Barat,Bandung Barat
Century,pharmacy,-6.2649651,106.7848554,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,pharmacy,-6.2276374,106.8255597,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,clinic,-6.2246972,106.8254658,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,clinic,-6.1892293,106.7703955,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,clinic,-6.1851738,106.7819178,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Kilink Perdita Bandung,clinic,-6.9207341,107.7102291,Jawa Barat,Kota Bandung
Century - Thamrin Residences,pharmacy,-6.1971591,106.8174173,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Thamrin Dental Clinic,clinic,-6.1973053,106.8174138,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Apotek K24,pharmacy,-6.4816131,106.8112436,Jawa Barat,Bogor
My Apotik,pharmacy,-6.4809995,106.8087575,Jawa Barat,Bogor
RS Harapan Mulia,hospital,-6.4345659,107.069081,Jawa Barat,Bekasi
Rumah Sakit Harapan Mulia,hospital,-6.4348412,107.0687318,Jawa Barat,Bekasi
Watsons,pharmacy,-6.2209053,106.833192,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Century,pharmacy,-6.2215464,106.833928,Daerah Khusus Ibukota Jakarta,DKI Jakarta
kimia farma,pharmacy,-6.8848841,107.6191149,Jawa Barat,Kota Bandung
Klinik Khitanan Paramedika,clinic,-6.2616039,107.0218952,Jawa Barat,Bekasi
Rumah Sakit Pondok Indah,clinic,-6.2836316,106.7816699,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RSIA SELASIH MEDIKA,hospital,-6.2311363,106.958469,Jawa Barat,Kota Bekasi
Watsons,pharmacy,-6.2251449,106.8100637,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Century Healtcare,pharmacy,-6.224257,106.8102528,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Guardian,pharmacy,-6.2252462,106.8100382,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Apotek Victory Gloria,pharmacy,-6.1461497,106.816489,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Apotek Sehat Raga Dua,pharmacy,-6.6611509,106.8524624,Jawa Barat,Bogor
Apotek Al-Fath 21,pharmacy,-6.5568562,106.776919,Jawa Barat,Kota Bogor
Century,pharmacy,-6.2492059,106.9928227,Jawa Barat,Kota Bekasi
Guardian,pharmacy,-6.2496671,106.992757,Jawa Barat,Kota Bekasi
Apotek Titi Farma Medika,pharmacy,-6.2123234,106.8112567,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Apotek Guardian,pharmacy,-6.2245228,106.8291087,Daerah Khusus Ibukota Jakarta,DKI Jakarta
apotek indo medika,pharmacy,-6.9145101,106.9345504,Jawa Barat,Kota Sukabumi
Apotek Century,pharmacy,-6.2448958,106.860901,Daerah Khusus Ibukota Jakarta,DKI Jakarta
apotik juanda,pharmacy,-6.1090027,106.8992807,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Century Healtcare,pharmacy,-6.1776023,106.7914492,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Guardian,pharmacy,-6.1778649,106.7912883,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Kimia Farma,pharmacy,-6.1750397,106.7913713,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Apotik Cicadas,pharmacy,-6.431628,106.9283116,Jawa Barat,Bogor
Apotek Super Saver,pharmacy,-6.2230504,106.8258324,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Raja Alkes Medika,pharmacy,-6.9172393,106.9332093,Jawa Barat,Kota Sukabumi
Apotek Guardian,pharmacy,-6.1950671,106.8206504,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Guardian,pharmacy,-6.2838063,106.9114619,Jawa Barat,Kota Bekasi
Century,pharmacy,-6.2839009,106.9114713,Jawa Barat,Kota Bekasi
Apotek Guardian,pharmacy,-6.1933019,106.8222128,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Apotek Century,pharmacy,-6.1929025,106.8215161,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Toko Alat Kesehatan dan Kedokteran,pharmacy,-6.8971463,107.5972062,Jawa Barat,Kota Bandung
CBR ritel Central Alat Kesehatan,pharmacy,-6.8996253,107.597115,Jawa Barat,Kota Bandung
Apotek Bintang Semesta,pharmacy,-6.9190074,107.6236005,Jawa Barat,Kota Bandung
Guardian,pharmacy,-6.2093929,106.8208717,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Century,pharmacy,-6.2089263,106.8187112,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Apotek Cisarua,pharmacy,-6.8112047,107.5605297,Jawa Barat,Bandung Barat
Century,pharmacy,-6.2708529,106.8689114,Daerah Khusus Ibukota Jakarta,DKI Jakarta
apotik victory,pharmacy,-6.2708715,106.8686807,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Apotek RS AU dr M. Salamun,pharmacy,-6.8640425,107.6048425,Jawa Barat,Kota Bandung
Apotik Kaka,pharmacy,-6.2425015,107.0002216,Jawa Barat,Kota Bekasi
Apotik Mahadina,pharmacy,-6.2563934,107.0858826,Jawa Barat,Bekasi
Apotik Hikmah Munggaran,pharmacy,-6.2565807,107.0859128,Jawa Barat,Bekasi
